timestamp,voltage
1761851712.882659,0.003984740269834486
1761851712.883279,0.004302399444201566
1761851712.883878,0.003349421921100325
1761851712.884424,0.005573036141669889
1761851712.88507,0.0020787852236320023
1761851712.885702,0.0046200586185686475
1761851712.886296,0.002396444397999083
1761851712.886843,0.002396444397999083
1761851712.88736,0.0020787852236320023
1761851712.887864,0.004302399444201566
1761851712.8884249,0.0036670810954674057
1761851712.8889852,0.006526013664771131
1761851712.889539,0.005255376967302808
1761851712.8899899,0.005255376967302808
1761851712.8903959,0.00589069531603697
1761851712.8908029,0.004302399444201566
1761851712.891204,0.0036670810954674057
1761851712.8915892,0.004302399444201566
1761851712.8919559,0.003031762746733244
1761851712.8923168,0.003349421921100325
1761851712.892721,0.0020787852236320023
1761851712.89308,0.0036670810954674057
1761851712.893452,0.002714103572366164
1761851712.893873,0.0011258077005307607
1761851712.894316,0.005573036141669889
1761851712.8947341,0.002396444397999083
1761851712.8951108,0.004302399444201566
1761851712.895638,0.00589069531603697
1761851712.896089,0.003984740269834486
1761851712.8966012,0.00589069531603697
1761851712.897102,0.005573036141669889
1761851712.897598,0.003984740269834486
1761851712.8980942,0.004302399444201566
1761851712.898565,0.007796650362239452
1761851712.8990579,0.00620835449040405
1761851712.899565,0.00620835449040405
1761851712.9000478,0.003984740269834486
1761851712.900525,0.007478991187872373
1761851712.901015,0.003349421921100325
1761851712.901483,0.005573036141669889
1761851712.901932,0.005255376967302808
1761851712.902384,0.0046200586185686475
1761851712.902842,0.005573036141669889
1761851712.903309,0.004302399444201566
1761851712.9037728,0.0036670810954674057
1761851712.904237,0.0036670810954674057
1761851712.9046981,0.007796650362239452
1761851712.9051461,0.00589069531603697
1761851712.905569,0.003349421921100325
1761851712.9059908,0.010020264582809017
1761851712.9064,0.0046200586185686475
1761851712.906804,0.005573036141669889
1761851712.907239,0.005255376967302808
1761851712.9076538,0.00589069531603697
1761851712.908067,0.00620835449040405
1761851712.90847,0.0046200586185686475
1761851712.908868,0.003031762746733244
1761851712.909291,0.005573036141669889
1761851712.9096708,0.00620835449040405
1761851712.910026,0.005573036141669889
1761851712.9104042,0.003031762746733244
1761851712.910774,0.005255376967302808
1761851712.9111428,0.0036670810954674057
1761851712.9115121,0.0046200586185686475
1761851712.911905,0.004302399444201566
1761851712.9122791,0.004302399444201566
1761851712.912652,0.007161332013505292
1761851712.913003,0.004302399444201566
1761851712.913321,0.001761126049264922
1761851712.913646,0.0008081485261636802
1761851712.913959,0.003031762746733244
1761851712.91429,0.003031762746733244
1761851712.914612,0.0036670810954674057
1761851712.914927,0.00620835449040405
1761851712.915254,0.0020787852236320023
1761851712.915575,0.0020787852236320023
1761851712.9159129,0.0011258077005307607
1761851712.916245,0.003349421921100325
1761851712.9165509,0.003984740269834486
1761851712.916887,0.005573036141669889
1761851712.917216,0.005573036141669889
1761851712.9175181,0.008114309536606534
1761851712.917856,0.002396444397999083
1761851712.9181812,0.00589069531603697
1761851712.9185238,0.001761126049264922
1761851712.918858,0.004937717792935728
1761851712.919151,0.00589069531603697
1761851712.9194481,0.0036670810954674057
1761851712.919758,0.003031762746733244
1761851712.920038,0.004302399444201566
1761851712.920363,0.01160856045464442
1761851712.920662,0.008114309536606534
1761851712.920953,0.0036670810954674057
1761851712.921246,0.009067287059707775
1761851712.921545,0.00620835449040405
1761851712.921855,0.004302399444201566
1761851712.9221492,0.004302399444201566
1761851712.922452,0.006526013664771131
1761851712.922744,0.002714103572366164
1761851712.92304,0.00589069531603697
1761851712.924714,0.0020787852236320023
1761851712.925017,0.004302399444201566
1761851712.925312,0.006526013664771131
1761851712.9256032,0.003349421921100325
